question,guidance,answer,reporting_unit,confidence_score,difficulty,ticker,year,type,source_pdf,chunk_id
"Berdasarkan teks, mengapa penguatan dan pengoptimalan saluran digital menjadi semakin penting bagi BMRI dalam membangun loyalitas dan menghasilkan pertumbuhan bisnis pada tahun 2021?","Identifikasi bagian teks yang membahas pentingnya saluran digital. Analisis alasan-alasan yang diberikan dalam teks yang menghubungkan saluran digital dengan loyalitas dan pertumbuhan bisnis, serta faktor-faktor pendorong di baliknya.","Pada tahun 2021, penguatan dan pengoptimalan saluran digital menjadi semakin penting bagi BMRI karena hal tersebut dianggap krusial dalam membangun loyalitas dan menghasilkan pertumbuhan bisnis. Hal ini didorong oleh keyakinan BMRI bahwa penetrasi digital banking akan terus meningkat sejalan dengan pertumbuhan ekonomi Indonesia dan nasabah yang matang secara finansial, serta arus migrasi aktivitas masyarakat ke saluran digital yang kian pesat, yang tercermin dari peningkatan signifikan penggunaan produk dan layanan keuangan digital.",N/A,0.96,logical_inference,BMRI,2021,text,Mandiri-Annual-Report-2021_marker,BMRI_2021_Mandiri_Annual_Report_2021_marker_chk0001
Berapa Jumlah Aset Telkomsat pada tahun 2021?,"1. Cari baris untuk ""PT Telkom Satelit Indonesia (""Telkomsat"")"" dalam tabel.
2. Temukan nilai di kolom ""Jumlah Aset"" untuk entitas tersebut.",Jumlah Aset Telkomsat pada tahun 2021 adalah 5.515 MILYARAN IDR.,MILYARAN IDR,0.98,direct_retrieval,TLKM,2021,math,TLKM_2021_FinancialStatement_marker,TLKM_2021_FinancialStatement_marker_chk0002
Berapakah total Jumlah Aset gabungan PT Metranet dan PINS pada tahun 2021?,"1. Temukan baris untuk ""PT Metranet"" dan catat nilai ""Jumlah Aset""nya.
2. Temukan baris untuk ""PT PINS Indonesia (""PINS"")"" dan catat nilai ""Jumlah Aset""nya.
3. Jumlahkan kedua nilai tersebut untuk mendapatkan total gabungan.",Jumlah Aset PT Metranet adalah 1.640 MILYARAN IDR dan PINS adalah 1.589 MILYARAN IDR. Total Jumlah Aset gabungan keduanya pada tahun 2021 adalah 3.229 MILYARAN IDR.,MILYARAN IDR,0.97,arithmetic_reasoning,TLKM,2021,math,TLKM_2021_FinancialStatement_marker,TLKM_2021_FinancialStatement_marker_chk0002
Bandingkan Jumlah Aset Telkomsel dengan Dayamitra pada tahun 2021. Manakah yang memiliki Jumlah Aset lebih tinggi?,"1. Temukan baris untuk ""PT Telekomunikasi Selular (""Telkomsel"")"" dan catat nilai ""Jumlah Aset""nya.
2. Temukan baris untuk ""PT Dayamitra Telekomunikasi (""Dayamitra"")"" dan catat nilai ""Jumlah Aset""nya.
3. Bandingkan kedua nilai tersebut untuk menentukan mana yang lebih tinggi.","Pada tahun 2021, Telkomsel memiliki Jumlah Aset sebesar 101.302 MILYARAN IDR, sedangkan Dayamitra memiliki Jumlah Aset sebesar 57.728 MILYARAN IDR. Oleh karena itu, Telkomsel memiliki Jumlah Aset yang lebih tinggi.",MILYARAN IDR,0.96,comparative_trend,TLKM,2021,math,TLKM_2021_FinancialStatement_marker,TLKM_2021_FinancialStatement_marker_chk0002
What is the main industry of TLKM in 2021?,"To answer this, locate the row labeled 'Industri utama entitas' (Entity main industry) in the provided financial statement segment for TLKM in 2021 and extract the corresponding value.",Infrastruktur / Infrastructure,Full Amount,0.98,direct_retrieval,TLKM,2021,math,TLKM_2021_FinancialStatement_marker,TLKM_2021_FinancialStatement_marker_chk0006
"For TLKM in 2021, what is the sum of the conversion rate at the reporting date and the number of years the current audit signing partner has served?","First, find the value for 'Kurs konversi pada tanggal pelaporan jika mata uang penyajian selain rupiah' (Conversion rate at reporting date if presentation currency is other than rupiah) for TLKM in 2021. This value is 14,252.5. Next, locate the value for 'Lama tahun penugasan partner yang menandatangani' (Number of years served as audit signing partner), which is 1. Finally, add these two numerical values together.","14,253.5",Full Amount,0.96,arithmetic_reasoning,TLKM,2021,math,TLKM_2021_FinancialStatement_marker,TLKM_2021_FinancialStatement_marker_chk0006
"For TLKM in 2021, who was the audit signing partner for the current year compared to the prior year?","To determine this, first identify the 'Nama partner audit tahun berjalan' (Name of current year audit signing partner) for TLKM in 2021. Then, find the 'Nama partner audit tahun sebelumnya' (Name of prior year audit signing partner). Compare these two names to state the difference.","For TLKM in 2021, the current year audit signing partner was Widya Arijanti, while the prior year audit signing partner was Handri Tjendra.",Full Amount,0.97,comparative_trend,TLKM,2021,math,TLKM_2021_FinancialStatement_marker,TLKM_2021_FinancialStatement_marker_chk0006
What was the total current assets for TLKM in 2021?,"To find the total current assets for TLKM in 2021, locate the row labeled ""Jumlah aset lancar"" (Total current assets) and extract the value from the column corresponding to ""31 December 2021"".","61,277 Full Amount",Full Amount,0.97,direct_retrieval,TLKM,2021,math,TLKM_2021_FinancialStatement_marker,TLKM_2021_FinancialStatement_marker_chk0011
What is the sum of TLKM's Total Current Assets and Total Non-Current Assets in 2021?,"To calculate the sum, first locate the value for ""Jumlah aset lancar"" (Total current assets) for 2021, which is 61,277. Next, locate the value for ""Jumlah aset tidak lancar"" (Total non-current assets) for 2021, which is 215,907. Add these two values together.","277,184 Full Amount",Full Amount,0.96,arithmetic_reasoning,TLKM,2021,math,TLKM_2021_FinancialStatement_marker,TLKM_2021_FinancialStatement_marker_chk0011
Did TLKM's Total Equity Attributable to Equity Owners of Parent Entity increase or decrease from 2020 to 2021?,"To determine the trend, first find the value for ""Jumlah ekuitas yang diatribusikan kepada pemilik entitas induk"" (Total equity attributable to equity owners of parent entity) for 2020, which is 102,527. Then, find the corresponding value for 2021, which is 121,646. Compare these two values to identify if there was an increase or decrease.","TLKM's Total Equity Attributable to Equity Owners of Parent Entity increased from 102,527 in 2020 to 121,646 in 2021.",Full Amount,0.95,comparative_trend,TLKM,2021,math,TLKM_2021_FinancialStatement_marker,TLKM_2021_FinancialStatement_marker_chk0011
"What was the value of ""Kepentingan Non-controlling interests"" for TLKM in 2021?","Locate the line item ""Kepentingan Non-controlling interests"" in the provided financial segment. Identify the value corresponding to the year 2021, which is typically the first value listed for the current year.","23,753 Full Amount",Full Amount,0.97,direct_retrieval,TLKM,2021,math,TLKM_2021_FinancialStatement_marker,TLKM_2021_FinancialStatement_marker_chk0012
"Calculate the change in ""Kepentingan Non-controlling interests"" for TLKM from the previous year to 2021.","Identify the value for ""Kepentingan Non-controlling interests"" in 2021 (23,753) and the value for the previous year (18,362). Subtract the previous year's value from the 2021 value to find the change.","5,391 Full Amount",Full Amount,0.96,arithmetic_reasoning,TLKM,2021,math,TLKM_2021_FinancialStatement_marker,TLKM_2021_FinancialStatement_marker_chk0012
"Did the ""Kepentingan Non-controlling interests"" for TLKM show an increase or decrease in 2021 compared to the previous year?","Compare the value of ""Kepentingan Non-controlling interests"" in 2021 (23,753) with the value from the previous year (18,362). Determine if the 2021 value is greater than or less than the previous year's value.","The ""Kepentingan Non-controlling interests"" for TLKM increased in 2021 compared to the previous year, as 23,753 is greater than 18,362.",Full Amount,0.95,comparative_trend,TLKM,2021,math,TLKM_2021_FinancialStatement_marker,TLKM_2021_FinancialStatement_marker_chk0012
What is the main heading of the segment for TLKM in 2021?,Locate the prominent title or heading provided for the segment in the context.,"The main heading of the segment for TLKM in 2021 is ""DIGITALIZATION FOR A BETTER FUTURE"".",N/A,0.99,fact_extraction,TLKM,2021,text,Telkom-Annual-Report-2021_marker,TLKM_2021_Telkom_Annual_Report_2021_marker_chk0001
How does TLKM characterize the overall theme of this segment in 2021?,"Identify the primary title of the segment, as it encapsulates its overall theme.","TLKM characterizes the overall theme of this segment in 2021 as ""DIGITALIZATION FOR A BETTER FUTURE"".",N/A,0.98,summarization,TLKM,2021,text,Telkom-Annual-Report-2021_marker,TLKM_2021_Telkom_Annual_Report_2021_marker_chk0001
"Based on the segment title, what is the stated purpose or desired result of TLKM's digitalization efforts in 2021?","Analyze the segment title to identify the two key concepts ('Digitalization' and 'A Better Future') and infer the relationship between them, specifically what digitalization is intended to achieve.","Based on the segment title ""DIGITALIZATION FOR A BETTER FUTURE"", the stated purpose or desired result of TLKM's digitalization efforts in 2021 is to achieve ""A BETTER FUTURE"".",N/A,0.95,logical_inference,TLKM,2021,text,Telkom-Annual-Report-2021_marker,TLKM_2021_Telkom_Annual_Report_2021_marker_chk0001
"What specific advice or guidance is mentioned alongside ""DAFTAR ISI"" in TLKM's 2021 annual report segment?","Locate the text immediately following ""DAFTAR ISI"" in the main heading of the provided segment.","""TIPS MEMBACA ISI LAPORAN"" is mentioned alongside ""DAFTAR ISI"".",N/A,0.99,fact_extraction,TLKM,2021,text,Telkom-Annual-Report-2021_marker,TLKM_2021_Telkom_Annual_Report_2021_marker_chk0003
Summarize the content presented in the provided segment of TLKM's 2021 annual report.,Identify the main heading and any listed items within the segment to form a concise summary of all information present.,"The provided segment from TLKM's 2021 annual report contains the main heading ""DAFTAR ISI TIPS MEMBACA ISI LAPORAN"" and lists ""*DISCLAIMER* DAFTAR ISI"" as an item.",N/A,0.96,summarization,TLKM,2021,text,Telkom-Annual-Report-2021_marker,TLKM_2021_Telkom_Annual_Report_2021_marker_chk0003
"Based on the structure of the provided segment from TLKM's 2021 annual report, what can be inferred about the placement of the ""DISCLAIMER""?","Observe how ""DISCLAIMER"" is presented in relation to ""DAFTAR ISI"" within the bulleted list to understand their structural relationship.","It can be inferred that the ""DISCLAIMER"" is an entry or a specific section that is part of or related to the ""DAFTAR ISI"" (Table of Contents), as it is listed as an item under the main ""DAFTAR ISI"" heading.",N/A,0.95,logical_inference,TLKM,2021,text,Telkom-Annual-Report-2021_marker,TLKM_2021_Telkom_Annual_Report_2021_marker_chk0003
What was the Jumlah Aset in 2021 for the company in the Otomotif business segment that commenced commercial operations in 1991?,"1. Locate the row where 'Kegiatan Usaha' is 'Otomotif' and 'Tahun Komersil' is '1991'.
2. Identify the 'Jumlah Aset' value in that specific row.",16.947 MILYARAN IDR,MILYARAN IDR,0.97,direct_retrieval,ASII,2021,math,ASII_2021_FinancialStatement_marker,ASII_2021_FinancialStatement_marker_chk0002
"In 2021, what was the combined Jumlah Aset for the two 'Jasa Keuangan' companies that commenced commercial operations in 1983 and 1989, respectively?","1. Locate the row for the 'Jasa Keuangan' company with 'Tahun Komersil' 1983 and extract its 'Jumlah Aset'.
2. Locate the row for the 'Jasa Keuangan' company with 'Tahun Komersil' 1989 and extract its 'Jumlah Aset'.
3. Add these two 'Jumlah Aset' values together.",65.271 MILYARAN IDR,MILYARAN IDR,0.96,arithmetic_reasoning,ASII,2021,math,ASII_2021_FinancialStatement_marker,ASII_2021_FinancialStatement_marker_chk0002
"In 2021, which company within the 'Jasa Keuangan' business segment had the highest 'Jumlah Aset', and what was that amount? Identify the company by its 'Tahun Komersil'.","1. Filter the data to include only companies with 'Kegiatan Usaha' as 'Jasa Keuangan'.
2. Compare the 'Jumlah Aset' for all filtered companies.
3. Identify the company with the maximum 'Jumlah Aset' and its corresponding 'Tahun Komersil' and 'Jumlah Aset'.","The company with the highest 'Jumlah Aset' in the 'Jasa Keuangan' segment was the one that commenced commercial operations in 1989, with a 'Jumlah Aset' of 32.711 MILYARAN IDR.",MILYARAN IDR,0.95,comparative_trend,ASII,2021,math,ASII_2021_FinancialStatement_marker,ASII_2021_FinancialStatement_marker_chk0002
"Berapakah nilai ""Kas dan setara kas"" (Cash and cash equivalents) ASII pada 31 Desember 2021?","Untuk menemukan nilai ""Kas dan setara kas"" ASII pada 31 Desember 2021, cari baris ""Kas dan setara kas"" di bawah ""Aset lancar"" dan ambil nilai yang sesuai dari kolom ""31 December 2021"".","63,947",Full Amount,0.99,direct_retrieval,ASII,2021,math,ASII_2021_FinancialStatement_marker,ASII_2021_FinancialStatement_marker_chk0011
"Berapakah total ""Piutang usaha"" (Trade receivables) ASII pada 31 Desember 2021?","Untuk menghitung total ""Piutang usaha"" ASII pada 31 Desember 2021, temukan nilai ""Piutang usaha pihak ketiga"" dan ""Piutang usaha pihak berelasi"" pada kolom ""31 December 2021"". Kemudian, jumlahkan kedua nilai tersebut.","20,834",Full Amount,0.98,arithmetic_reasoning,ASII,2021,math,ASII_2021_FinancialStatement_marker,ASII_2021_FinancialStatement_marker_chk0011
"Apakah ""Jumlah aset lancar"" (Total current assets) ASII mengalami peningkatan atau penurunan dari 2020 ke 2021?","Untuk menentukan tren ""Jumlah aset lancar"" ASII, bandingkan nilai ""Jumlah aset lancar"" pada kolom ""31 December 2020"" dengan nilai pada kolom ""31 December 2021"".","Jumlah aset lancar ASII mengalami peningkatan dari 132,308 pada 2020 menjadi 160,262 pada 2021.",Full Amount,0.97,comparative_trend,ASII,2021,math,ASII_2021_FinancialStatement_marker,ASII_2021_FinancialStatement_marker_chk0011
What was the 'Jumlah laba bruto' for ASII in 2021?,"To find the 'Jumlah laba bruto' for ASII in 2021, locate the row labeled 'Jumlah laba bruto' in the financial statement. Then, extract the value from the column corresponding to the year 2021.","51,033 Full Amount",Full Amount,0.98,direct_retrieval,ASII,2021,math,ASII_2021_FinancialStatement_marker,ASII_2021_FinancialStatement_marker_chk0013
Calculate the 'Jumlah laba (rugi) dari operasi yang dilanjutkan' for ASII in 2021 by subtracting 'Pendapatan (beban) pajak' from 'Jumlah laba (rugi) sebelum pajak penghasilan'.,"First, locate the 'Jumlah laba (rugi) sebelum pajak penghasilan' for ASII in 2021, which is 32,350. Next, locate the 'Pendapatan (beban) pajak' for 2021, which is (6,764). Finally, subtract the tax expense from the profit before tax: 32,350 - 6,764.","25,586 Full Amount",Full Amount,0.97,arithmetic_reasoning,ASII,2021,math,ASII_2021_FinancialStatement_marker,ASII_2021_FinancialStatement_marker_chk0013
Did ASII's 'Penjualan dan pendapatan usaha' increase or decrease in 2021 compared to the previous year?,"To determine the trend, first find the 'Penjualan dan pendapatan usaha' for ASII in 2021, which is 233,485. Then, find the 'Penjualan dan pendapatan usaha' for the previous year (2020), which is 175,046. Compare these two values to identify if there was an increase or decrease.","ASII's 'Penjualan dan pendapatan usaha' increased in 2021 (233,485 Full Amount) compared to the previous year (175,046 Full Amount).",Full Amount,0.96,comparative_trend,ASII,2021,math,ASII_2021_FinancialStatement_marker,ASII_2021_FinancialStatement_marker_chk0013
What was ASII's Equity attributable to parent entity at the beginning of the period in 2021?,"To find this, locate the row labeled ""Posisi ekuitas, awal periode"" (Equity position, beginning of the period) and the column labeled ""Ekuitas yang dapat diatribusikan kepada entitas induk"" (Equity attributable to parent entity). The value at their intersection is the answer.","155,662 Full Amount",Full Amount,0.98,direct_retrieval,ASII,2021,math,ASII_2021_FinancialStatement_marker,ASII_2021_FinancialStatement_marker_chk0016
"For ASII in 2021, what is the sum of ""Laba (rugi)"" (Profit (loss)) attributable to the parent entity and ""Laba (rugi)"" (Profit (loss)) attributable to non-controlling interests?","First, locate the row ""Laba (rugi)"" (Profit (loss)). Then, identify the value under the column ""Ekuitas yang dapat diatribusikan kepada entitas induk"" (Equity attributable to parent entity), which is 20,196. Next, identify the value under the column ""Kepentingan non-pengendali"" (Non-controlling interests), which is 5,390. Finally, add these two values together (20,196 + 5,390) to get the sum.","25,586 Full Amount",Full Amount,0.97,arithmetic_reasoning,ASII,2021,math,ASII_2021_FinancialStatement_marker,ASII_2021_FinancialStatement_marker_chk0016
"For ASII in 2021, how did the ""Laba (rugi)"" (Profit (loss)) impact on ""Saldo laba yang belum ditentukan penggunaannya"" (Unappropriated retained earnings) compare to the ""Distribusi dividen kas"" (Distributions of cash dividends) impact on the same account?","1. Locate the row ""Laba (rugi)"" (Profit (loss)) and find the value under ""Saldo laba yang belum ditentukan penggunaannya"" (Unappropriated retained earnings), which is 20,196. This indicates an increase. 2. Locate the row ""Distribusi dividen kas"" (Distributions of cash dividends) and find the value under ""Saldo laba yang belum ditentukan penggunaannya"" (Unappropriated retained earnings), which is (5,344). This indicates a decrease. 3. Compare the magnitude and direction of these two impacts.","In 2021, the ""Laba (rugi)"" (Profit (loss)) increased ASII's ""Saldo laba yang belum ditentukan penggunaannya"" (Unappropriated retained earnings) by 20,196 Full Amount, which is a significantly larger positive impact compared to the ""Distribusi dividen kas"" (Distributions of cash dividends) which decreased it by 5,344 Full Amount.",Full Amount,0.95,comparative_trend,ASII,2021,math,ASII_2021_FinancialStatement_marker,ASII_2021_FinancialStatement_marker_chk0016
Apa yang dimaksud dengan 'Laba bersih' untuk ASII dalam Laporan Tahunan 2021?,Cari kalimat dalam 'Panduan Umum' yang secara eksplisit mendefinisikan istilah 'Laba bersih'.,"Dalam Laporan Tahunan 2021 ASII, 'Laba bersih' mengacu pada laba yang diatribusikan kepada pemilik entitas induk.",N/A,0.98,fact_extraction,ASII,2021,text,Astra-Annual-Report-2021_marker,ASII_2021_Astra_Annual_Report_2021_marker_chk0001
Bagaimana ASII mendefinisikan 'Grup' dan 'Grup Astra' dalam Laporan Tahunan 2021?,Temukan bagian dalam 'Panduan Umum' yang menjelaskan arti dari 'Grup' dan 'Grup Astra' dan rangkum definisinya.,"Dalam Laporan Tahunan 2021 ASII, 'Grup' dan 'Grup Astra' mengacu pada PT Astra International Tbk, anak perusahaan dan perusahaan afiliasinya.",N/A,0.97,summarization,ASII,2021,text,Astra-Annual-Report-2021_marker,ASII_2021_Astra_Annual_Report_2021_marker_chk0001
"Berdasarkan Laporan Tahunan 2021, apa risiko inheren yang terkait dengan pernyataan pandangan masa depan (*forward looking statements*) yang dibuat oleh ASII?",Identifikasi bagian yang membahas pernyataan pandangan masa depan dan analisis potensi risiko atau ketidakpastian yang disebutkan terkait dengan pernyataan tersebut.,"Berdasarkan Laporan Tahunan 2021, pernyataan-pernyataan yang dianggap sebagai pandangan masa depan (*forward looking statements*) oleh ASII memiliki prospek risiko dan ketidakpastian, sehingga kenyataan yang terjadi mungkin dapat secara material berbeda dengan apa yang terdapat dalam pernyataan tersebut.",N/A,0.96,logical_inference,ASII,2021,text,Astra-Annual-Report-2021_marker,ASII_2021_Astra_Annual_Report_2021_marker_chk0001
Apa nama roadmap spesifik yang diperkuat oleh ASII pada tahun 2021 untuk mengintegrasikan aspek lingkungan ke dalam strateginya?,"Temukan kalimat dalam teks yang membahas transisi ASII pada tahun 2021, keselarasan dengan isu keberlanjutan, dan roadmap spesifik yang disebutkan untuk integrasi lingkungan.","Pada tahun 2021, ASII memperkuat integrasi lingkungan dalam menjalankan strategi *Triple-P Roadmap*.",N/A,0.98,fact_extraction,ASII,2021,text,Astra-Annual-Report-2021_marker,ASII_2021_Astra_Annual_Report_2021_marker_chk0002
"Bagaimana ASII meningkatkan efisiensi dan keunggulan operasionalnya pada tahun 2021, berdasarkan konteks yang diberikan?","Identifikasi bagian yang menjelaskan tindakan ASII terkait efisiensi dan keunggulan operasional. Sintesiskan metode yang disebutkan, seperti digitalisasi, manajemen keuangan, dan pengembangan sumber daya manusia.","Pada tahun 2021, ASII meningkatkan efisiensi dan keunggulan operasional pada bisnisnya didukung oleh semangat digitalisasi, dengan tetap menerapkan manajemen keuangan yang disiplin dan hati-hati, serta pelatihan untuk membangun Insan Astra yang inovatif dan berjiwa pemimpin.",N/A,0.97,summarization,ASII,2021,text,Astra-Annual-Report-2021_marker,ASII_2021_Astra_Annual_Report_2021_marker_chk0002
"Berdasarkan konteks, mengapa ASII fokus pada pembentukan daya tahan organisasi yang kuat dan mengejar peluang pendapatan baru pada tahun 2021?",Analisis kalimat-kalimat awal yang menjelaskan tantangan yang dihadapi pada tahun 2021 (pandemi) dan hubungkan dengan tindakan ASII selanjutnya untuk membangun ketahanan dan mencari peluang baru. Simpulkan motivasi di balik tindakan-tindakan ini.,"ASII fokus pada pembentukan daya tahan organisasi terbaik dan pemanfaatan peluang pengembangan arus pendapatan baru pada tahun 2021 karena pandemi masih berlangsung dan berdampak pada seluruh kehidupan masyarakat, sehingga ASII bertekad untuk tetap teguh berkontribusi dan menunjang pertumbuhan berkelanjutan di tengah berbagai tantangan.",N/A,0.96,logical_inference,ASII,2021,text,Astra-Annual-Report-2021_marker,ASII_2021_Astra_Annual_Report_2021_marker_chk0002
"Berapakah Jumlah Aset untuk Drayton Pte., Ltd. pada tahun 2021?","Cari baris dengan nama entitas ""Drayton Pte., Ltd."" (No 1). Kemudian, temukan nilai di kolom ""Jumlah Aset"" pada baris tersebut.",1.702 MILYARAN IDR,MILYARAN IDR,0.98,direct_retrieval,ICBP,2021,math,ICBP_2021_FinancialStatement_marker,ICBP_2021_FinancialStatement_marker_chk0002
Berapakah total Jumlah Aset gabungan dari PT Indofood Fortuna Makmur dan PT Anugerah Indofood Barokah Makmur pada tahun 2021?,"Pertama, temukan nilai ""Jumlah Aset"" untuk PT Indofood Fortuna Makmur (No 4). Kedua, temukan nilai ""Jumlah Aset"" untuk PT Anugerah Indofood Barokah Makmur (No 8). Ketiga, jumlahkan kedua nilai tersebut (1.479 + 1.992).",3.471 MILYARAN IDR,MILYARAN IDR,0.97,arithmetic_reasoning,ICBP,2021,math,ICBP_2021_FinancialStatement_marker,ICBP_2021_FinancialStatement_marker_chk0002
Entitas manakah yang memiliki Persentase (%) kepemilikan lebih tinggi antara PT Surya Rengo Containers dan PT Indofood Tsukishima Sukses Makmur pada tahun 2021?,"Pertama, temukan nilai ""Persentase (%)"" untuk PT Surya Rengo Containers (No 3). Kedua, temukan nilai ""Persentase (%)"" untuk PT Indofood Tsukishima Sukses Makmur (No 5). Ketiga, bandingkan kedua persentase tersebut (60.0% vs 65.0%) untuk menentukan mana yang lebih tinggi.","PT Indofood Tsukishima Sukses Makmur memiliki persentase kepemilikan yang lebih tinggi yaitu 65.0%, dibandingkan dengan PT Surya Rengo Containers yang sebesar 60.0%.",%,0.96,comparative_trend,ICBP,2021,math,ICBP_2021_FinancialStatement_marker,ICBP_2021_FinancialStatement_marker_chk0002
What is the main industry of ICBP in 2021?,"To answer this, locate the row labeled 'Industri utama entitas' (Entity main industry) within the provided financial statement segment for ICBP in 2021 and extract the corresponding value.",Umum / General,Full Amount,0.98,direct_retrieval,ICBP,2021,math,ICBP_2021_FinancialStatement_marker,ICBP_2021_FinancialStatement_marker_chk0006
What is the difference in years between the current period end date and the prior year end date for ICBP in 2021?,"First, identify the 'Tanggal akhir periode berjalan' (Current period end date) which is December 31, 2021. Next, find the 'Tanggal akhir tahun sebelumnya' (Prior year end date) which is December 31, 2020. Calculate the difference in years between these two dates.",1 year,Full Amount,0.96,arithmetic_reasoning,ICBP,2021,math,ICBP_2021_FinancialStatement_marker,ICBP_2021_FinancialStatement_marker_chk0006
Did the audit firm for ICBP change between the prior year (2020) and the current year (2021)?,Locate the 'Auditor tahun berjalan' (Current year auditor) for 2021 and the 'Auditor tahun sebelumnya' (Prior year auditor) for 2020. Compare the names of these two audit firms to determine if there was a change.,"No, the audit firm remained Purwantono, Sungkoro & Surja for both the prior year (2020) and the current year (2021).",Full Amount,0.97,comparative_trend,ICBP,2021,math,ICBP_2021_FinancialStatement_marker,ICBP_2021_FinancialStatement_marker_chk0006
What was the total current assets for ICBP in 2021?,Locate the row labeled 'Jumlah aset lancar' (Total current assets) and find the value in the column corresponding to 2021.,"33,997,637 Full Amount",Full Amount,0.97,direct_retrieval,ICBP,2021,math,ICBP_2021_FinancialStatement_marker,ICBP_2021_FinancialStatement_marker_chk0011
Calculate the total trade receivables for ICBP in 2021.,"First, locate 'Piutang usaha pihak ketiga' (Trade receivables third parties) for 2021. Second, locate 'Piutang usaha pihak berelasi' (Trade receivables related parties) for 2021. Finally, sum these two values to get the total trade receivables.","6,400,930 Full Amount",Full Amount,0.96,arithmetic_reasoning,ICBP,2021,math,ICBP_2021_FinancialStatement_marker,ICBP_2021_FinancialStatement_marker_chk0011
Did ICBP's Total Liabilities increase or decrease from 2020 to 2021?,Locate the 'Jumlah liabilitas' (Total liabilities) for 2021 and 2020. Compare the value from 2021 with the value from 2020 to determine if there was an increase or decrease.,"ICBP's Total Liabilities increased from 53,270,272 Full Amount in 2020 to 63,342,765 Full Amount in 2021.",Full Amount,0.95,comparative_trend,ICBP,2021,math,ICBP_2021_FinancialStatement_marker,ICBP_2021_FinancialStatement_marker_chk0011
"Berapakah nilai ""Penjualan dan pendapatan usaha"" ICBP pada tahun 2021?","Untuk menemukan nilai ""Penjualan dan pendapatan usaha"" ICBP pada tahun 2021, cari baris dengan label ""Penjualan dan pendapatan usaha"" dan kolom yang sesuai dengan ""31 December 2021"".","Penjualan dan pendapatan usaha ICBP pada tahun 2021 adalah 56,803,733.",Full Amount,0.98,direct_retrieval,ICBP,2021,math,ICBP_2021_FinancialStatement_marker,ICBP_2021_FinancialStatement_marker_chk0013
"Berapakah selisih antara ""Jumlah laba bruto"" ICBP pada tahun 2021 dan 2020?","Pertama, temukan nilai ""Jumlah laba bruto"" untuk tahun 2021, yaitu 20,277,240. Kedua, temukan nilai ""Jumlah laba bruto"" untuk tahun 2020, yaitu 17,224,375. Ketiga, hitung selisihnya dengan mengurangkan nilai tahun 2020 dari nilai tahun 2021.","Selisih antara ""Jumlah laba bruto"" ICBP pada tahun 2021 (20,277,240) dan 2020 (17,224,375) adalah 3,052,865.",Full Amount,0.97,arithmetic_reasoning,ICBP,2021,math,ICBP_2021_FinancialStatement_marker,ICBP_2021_FinancialStatement_marker_chk0013
"Apakah ""Jumlah laba (rugi) sebelum pajak penghasilan"" ICBP mengalami peningkatan atau penurunan dari tahun 2020 ke tahun 2021?","Untuk menentukan apakah ""Jumlah laba (rugi) sebelum pajak penghasilan"" ICBP meningkat atau menurun, bandingkan nilai untuk tahun 2021 dengan nilai untuk tahun 2020. Nilai untuk tahun 2021 adalah 9,935,232 dan untuk tahun 2020 adalah 9,958,647.","""Jumlah laba (rugi) sebelum pajak penghasilan"" ICBP mengalami penurunan dari 9,958,647 pada tahun 2020 menjadi 9,935,232 pada tahun 2021.",Full Amount,0.96,comparative_trend,ICBP,2021,math,ICBP_2021_FinancialStatement_marker,ICBP_2021_FinancialStatement_marker_chk0013
What global challenges did ICBP face in 2021?,Locate the sentence in the text that explicitly mentions the global challenges ICBP encountered during the specified year.,"In 2021, ICBP faced global challenges due to the prolonged pandemic and soaring commodity prices.",N/A,0.98,fact_extraction,ICBP,2021,text,ICBP-Annual-Report-2021_marker,ICBP-Annual-Report-2021_marker_chk0000
How does the text describe ICBP's overall market standing and financial outcome in 2021?,Synthesize the information from the text that describes ICBP's position in the market and its financial performance for the year 2021.,"In 2021, ICBP maintained its position as market leader in most of its product categories, remaining one of the largest instant noodle manufacturers in the world, and successfully delivered a solid financial performance.",N/A,0.97,summarization,ICBP,2021,text,ICBP-Annual-Report-2021_marker,ICBP-Annual-Report-2021_marker_chk0000
"Based on the text, what key strengths enabled ICBP to deliver a solid financial performance in 2021 despite global challenges?","First, identify the global challenges mentioned. Then, find the specific attributes or strategies ICBP championed that are stated to have led to its successful financial performance. Connect these elements to form the answer.","Despite global challenges in 2021, ICBP was able to deliver a solid financial performance by championing its strong brand portfolio and equity, extensive manufacturing capabilities, and vast distribution network, all supported by its well-integrated business model.",N/A,0.96,logical_inference,ICBP,2021,text,ICBP-Annual-Report-2021_marker,ICBP-Annual-Report-2021_marker_chk0000
What page number contains the 'Financial Highlights' section for ICBP in its 2021 annual report?,"To find the answer, locate the entry 'Financial Highlights' or its Indonesian equivalent 'Ikhtisar Keuangan' in the provided table of contents. The number listed next to it is the page number.",The 'Financial Highlights' section for ICBP in its 2021 annual report is located on page 8.,N/A,0.98,fact_extraction,ICBP,2021,text,ICBP-Annual-Report-2021_marker,ICBP-Annual-Report-2021_marker_chk0002
